file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
downdog/00000139.jpg,641.0,567.0,0.46024606,622.0,578.0,0.6131363,620.0,577.0,0.71004784,561.0,546.0,0.66628623,560.0,542.0,0.63042176,550.0,456.0,0.75123465,549.0,434.0,0.7453277,398.0,592.0,0.8659806,419.0,511.0,0.7361851,201.0,668.0,0.861704,262.0,565.0,0.90085435,750.0,118.0,0.79759896,742.0,114.0,0.7447742,935.0,387.0,0.90514284,929.0,388.0,0.90095735,1134.0,606.0,0.8163209,1065.0,555.0,0.74181676,0,downdog
downdog/00000140.jpg,445.0,495.0,0.73743165,421.0,498.0,0.7628332,422.0,495.0,0.78102154,380.0,458.0,0.7739019,381.0,458.0,0.7681663,413.0,377.0,0.681429,420.0,371.0,0.78573227,302.0,511.0,0.8182009,306.0,504.0,0.72195876,182.0,594.0,0.625324,207.0,581.0,0.6521647,640.0,130.0,0.82816726,635.0,131.0,0.7739279,779.0,358.0,0.7364147,774.0,361.0,0.902349,893.0,570.0,0.58506894,887.0,557.0,0.8377956,0,downdog
downdog/00000142.jpg,143.0,310.0,0.7004146,133.0,311.0,0.7475153,133.0,310.0,0.73996013,124.0,289.0,0.81602156,124.0,290.0,0.8110188,141.0,265.0,0.8281343,146.0,262.0,0.7429848,117.0,333.0,0.9028965,120.0,310.0,0.4321141,62.0,334.0,0.75210667,69.0,321.0,0.84333575,236.0,153.0,0.8804903,234.0,153.0,0.71038294,301.0,240.0,0.8931663,298.0,240.0,0.7717763,366.0,319.0,0.88993424,349.0,308.0,0.86389977,0,downdog
downdog/00000143.jpg,194.0,233.0,0.7164866,186.0,225.0,0.7139659,184.0,225.0,0.73955387,191.0,192.0,0.6918566,188.0,193.0,0.7469585,234.0,170.0,0.713783,209.0,170.0,0.7963768,199.0,261.0,0.914898,168.0,244.0,0.43693057,145.0,317.0,0.8118895,114.0,301.0,0.5678469,375.0,76.0,0.8573088,354.0,88.0,0.73719394,439.0,205.0,0.8837962,422.0,210.0,0.78551364,531.0,291.0,0.80550635,495.0,286.0,0.8866868,0,downdog
downdog/00000144.jpg,485.0,372.0,0.71738917,503.0,372.0,0.6608933,502.0,372.0,0.70266545,517.0,339.0,0.82625276,516.0,337.0,0.79205114,486.0,297.0,0.6465274,485.0,299.0,0.72114396,549.0,376.0,0.7192434,556.0,384.0,0.6541269,628.0,437.0,0.5543293,643.0,445.0,0.75864154,346.0,123.0,0.725654,344.0,123.0,0.8260287,251.0,272.0,0.8548904,250.0,274.0,0.76081717,172.0,408.0,0.8700024,168.0,411.0,0.79473543,0,downdog
downdog/00000145.jpg,696.0,536.0,0.5325109,679.0,542.0,0.69974387,681.0,541.0,0.674215,633.0,518.0,0.6953931,636.0,519.0,0.7380053,629.0,429.0,0.7705766,645.0,435.0,0.7258117,535.0,569.0,0.7509813,542.0,557.0,0.282091,465.0,633.0,0.17066301,473.0,614.0,0.41463056,849.0,229.0,0.8464003,845.0,234.0,0.7707697,1014.0,447.0,0.75553024,1003.0,448.0,0.7713647,1105.0,626.0,0.46936944,1073.0,622.0,0.547449,0,downdog
downdog/00000146.jpg,237.0,323.0,0.7789256,221.0,323.0,0.71941906,218.0,320.0,0.8271785,206.0,286.0,0.84673697,205.0,285.0,0.7956182,232.0,247.0,0.8400196,220.0,227.0,0.78202176,151.0,320.0,0.77388895,154.0,288.0,0.62098044,47.0,363.0,0.7360706,63.0,311.0,0.7870147,371.0,61.0,0.8666607,367.0,59.0,0.7487352,506.0,203.0,0.846198,499.0,199.0,0.840395,604.0,308.0,0.5728984,579.0,284.0,0.84098387,0,downdog
downdog/00000150.jpg,494.0,528.0,0.49247807,478.0,533.0,0.56229734,479.0,531.0,0.6522354,446.0,490.0,0.6908099,445.0,489.0,0.49052835,473.0,412.0,0.73496747,473.0,401.0,0.7424146,367.0,577.0,0.6031662,384.0,555.0,0.65712523,295.0,666.0,0.29013762,308.0,652.0,0.48066795,723.0,127.0,0.692316,713.0,128.0,0.7890832,837.0,409.0,0.8666532,828.0,408.0,0.8658077,953.0,648.0,0.73261046,919.0,622.0,0.7907679,0,downdog
downdog/00000151.jpg,281.0,235.0,0.59754026,290.0,237.0,0.6301357,290.0,238.0,0.68191636,302.0,221.0,0.7155547,301.0,222.0,0.6135577,302.0,190.0,0.8584591,287.0,201.0,0.81852996,336.0,221.0,0.7303021,336.0,245.0,0.76868796,373.0,242.0,0.92491686,388.0,274.0,0.7431301,208.0,99.0,0.9094407,202.0,100.0,0.9212881,143.0,174.0,0.8088599,136.0,174.0,0.66914475,100.0,228.0,0.7308085,78.0,243.0,0.8011075,0,downdog
downdog/00000152.jpg,256.0,360.0,0.6885224,237.0,366.0,0.6772176,237.0,367.0,0.7128283,200.0,340.0,0.7400493,198.0,340.0,0.71782184,225.0,281.0,0.5610684,231.0,278.0,0.75549155,184.0,404.0,0.6995034,187.0,391.0,0.87250644,105.0,497.0,0.8515623,128.0,464.0,0.6815784,452.0,150.0,0.7844845,449.0,149.0,0.7239008,591.0,317.0,0.9056763,583.0,311.0,0.8882557,723.0,442.0,0.9086007,688.0,415.0,0.8491626,0,downdog
downdog/00000153.jpg,372.0,247.0,0.722017,388.0,256.0,0.7919734,388.0,256.0,0.7682708,413.0,236.0,0.7565724,414.0,238.0,0.79978794,406.0,176.0,0.8301253,412.0,181.0,0.65396976,448.0,256.0,0.49618682,458.0,285.0,0.81507,497.0,306.0,0.5568037,515.0,335.0,0.8870459,248.0,36.0,0.8923753,245.0,38.0,0.94295883,182.0,184.0,0.7339181,172.0,191.0,0.7028364,119.0,295.0,0.52815807,85.0,321.0,0.9143584,0,downdog
downdog/00000154.jpg,364.0,247.0,0.71236557,354.0,251.0,0.7204528,355.0,249.0,0.6939767,331.0,236.0,0.54655826,331.0,235.0,0.8296791,330.0,194.0,0.7407533,332.0,193.0,0.6248809,283.0,270.0,0.71403754,285.0,260.0,0.7226653,236.0,310.0,0.6544696,240.0,301.0,0.67399824,448.0,89.0,0.82920223,448.0,90.0,0.7635426,520.0,204.0,0.86969393,516.0,203.0,0.84950686,610.0,303.0,0.73806524,585.0,291.0,0.73901695,0,downdog
downdog/00000155.jpg,629.0,499.0,0.54358494,654.0,508.0,0.5838516,652.0,512.0,0.6506227,687.0,471.0,0.61314976,683.0,480.0,0.6983112,686.0,383.0,0.8906401,643.0,406.0,0.7215545,763.0,464.0,0.8279661,745.0,522.0,0.88295966,858.0,533.0,0.8594651,858.0,595.0,0.81247765,428.0,149.0,0.79092705,414.0,166.0,0.81528354,306.0,367.0,0.86761427,299.0,375.0,0.924959,239.0,495.0,0.8016126,205.0,531.0,0.91896486,0,downdog
downdog/00000156.jpg,460.0,754.0,0.7433796,446.0,758.0,0.6234629,447.0,756.0,0.69612896,421.0,732.0,0.69373906,421.0,731.0,0.62344307,448.0,684.0,0.8162546,443.0,677.0,0.63375044,369.0,769.0,0.71747017,371.0,751.0,0.76912177,295.0,810.0,0.84117156,293.0,793.0,0.63300467,590.0,525.0,0.73627824,587.0,524.0,0.8216765,626.0,680.0,0.857612,621.0,676.0,0.77903295,761.0,773.0,0.86144,736.0,754.0,0.9022572,0,downdog
downdog/00000158.jpg,696.0,536.0,0.5325109,679.0,542.0,0.69974387,681.0,541.0,0.674215,633.0,518.0,0.6953931,636.0,519.0,0.7380053,629.0,429.0,0.7705766,645.0,435.0,0.7258117,535.0,569.0,0.7509813,542.0,557.0,0.282091,465.0,633.0,0.17066301,473.0,614.0,0.41463056,849.0,229.0,0.8464003,845.0,234.0,0.7707697,1014.0,447.0,0.75553024,1003.0,448.0,0.7713647,1105.0,626.0,0.46936944,1073.0,622.0,0.547449,0,downdog
downdog/00000159.jpg,256.0,360.0,0.6885224,237.0,366.0,0.6772176,237.0,367.0,0.7128283,200.0,340.0,0.7400493,198.0,340.0,0.71782184,225.0,281.0,0.5610684,231.0,278.0,0.75549155,184.0,404.0,0.6995034,187.0,391.0,0.87250644,105.0,497.0,0.8515623,128.0,464.0,0.6815784,452.0,150.0,0.7844845,449.0,149.0,0.7239008,591.0,317.0,0.9056763,583.0,311.0,0.8882557,723.0,442.0,0.9086007,688.0,415.0,0.8491626,0,downdog
downdog/00000160.jpg,364.0,247.0,0.71236557,354.0,251.0,0.7204528,355.0,249.0,0.6939767,331.0,236.0,0.54655826,331.0,235.0,0.8296791,330.0,194.0,0.7407533,332.0,193.0,0.6248809,283.0,270.0,0.71403754,285.0,260.0,0.7226653,236.0,310.0,0.6544696,240.0,301.0,0.67399824,448.0,89.0,0.82920223,448.0,90.0,0.7635426,520.0,204.0,0.86969393,516.0,203.0,0.84950686,610.0,303.0,0.73806524,585.0,291.0,0.73901695,0,downdog
downdog/00000161.jpg,237.0,323.0,0.7789256,221.0,323.0,0.71941906,218.0,320.0,0.8271785,206.0,286.0,0.84673697,205.0,285.0,0.7956182,232.0,247.0,0.8400196,220.0,227.0,0.78202176,151.0,320.0,0.77388895,154.0,288.0,0.62098044,47.0,363.0,0.7360706,63.0,311.0,0.7870147,371.0,61.0,0.8666607,367.0,59.0,0.7487352,506.0,203.0,0.846198,499.0,199.0,0.840395,604.0,308.0,0.5728984,579.0,284.0,0.84098387,0,downdog
downdog/00000162.jpg,281.0,235.0,0.59754026,290.0,237.0,0.6301357,290.0,238.0,0.68191636,302.0,221.0,0.7155547,301.0,222.0,0.6135577,302.0,190.0,0.8584591,287.0,201.0,0.81852996,336.0,221.0,0.7303021,336.0,245.0,0.76868796,373.0,242.0,0.92491686,388.0,274.0,0.7431301,208.0,99.0,0.9094407,202.0,100.0,0.9212881,143.0,174.0,0.8088599,136.0,174.0,0.66914475,100.0,228.0,0.7308085,78.0,243.0,0.8011075,0,downdog
downdog/00000163.jpg,372.0,247.0,0.722017,388.0,256.0,0.7919734,388.0,256.0,0.7682708,413.0,236.0,0.7565724,414.0,238.0,0.79978794,406.0,176.0,0.8301253,412.0,181.0,0.65396976,448.0,256.0,0.49618682,458.0,285.0,0.81507,497.0,306.0,0.5568037,515.0,335.0,0.8870459,248.0,36.0,0.8923753,245.0,38.0,0.94295883,182.0,184.0,0.7339181,172.0,191.0,0.7028364,119.0,295.0,0.52815807,85.0,321.0,0.9143584,0,downdog
downdog/00000164.jpg,629.0,499.0,0.54358494,654.0,508.0,0.5838516,652.0,512.0,0.6506227,687.0,471.0,0.61314976,683.0,480.0,0.6983112,686.0,383.0,0.8906401,643.0,406.0,0.7215545,763.0,464.0,0.8279661,745.0,522.0,0.88295966,858.0,533.0,0.8594651,858.0,595.0,0.81247765,428.0,149.0,0.79092705,414.0,166.0,0.81528354,306.0,367.0,0.86761427,299.0,375.0,0.924959,239.0,495.0,0.8016126,205.0,531.0,0.91896486,0,downdog
downdog/00000165.jpg,460.0,754.0,0.7433796,446.0,758.0,0.6234629,447.0,756.0,0.69612896,421.0,732.0,0.69373906,421.0,731.0,0.62344307,448.0,684.0,0.8162546,443.0,677.0,0.63375044,369.0,769.0,0.71747017,371.0,751.0,0.76912177,295.0,810.0,0.84117156,293.0,793.0,0.63300467,590.0,525.0,0.73627824,587.0,524.0,0.8216765,626.0,680.0,0.857612,621.0,676.0,0.77903295,761.0,773.0,0.86144,736.0,754.0,0.9022572,0,downdog
downdog/00000166.jpg,494.0,528.0,0.49247807,478.0,533.0,0.56229734,479.0,531.0,0.6522354,446.0,490.0,0.6908099,445.0,489.0,0.49052835,473.0,412.0,0.73496747,473.0,401.0,0.7424146,367.0,577.0,0.6031662,384.0,555.0,0.65712523,295.0,666.0,0.29013762,308.0,652.0,0.48066795,723.0,127.0,0.692316,713.0,128.0,0.7890832,837.0,409.0,0.8666532,828.0,408.0,0.8658077,953.0,648.0,0.73261046,919.0,622.0,0.7907679,0,downdog
downdog/00000170.jpg,380.0,304.0,0.78886837,369.0,309.0,0.61251223,369.0,306.0,0.816183,342.0,292.0,0.65732825,347.0,289.0,0.736647,352.0,254.0,0.7111542,347.0,247.0,0.86774594,306.0,332.0,0.650532,307.0,313.0,0.78687936,233.0,382.0,0.76926744,248.0,352.0,0.75712717,455.0,95.0,0.9043189,452.0,93.0,0.7206774,548.0,229.0,0.8549982,547.0,229.0,0.8315896,630.0,351.0,0.6549012,613.0,334.0,0.9028294,0,downdog
downdog/00000172.jpg,686.0,572.0,0.63239586,721.0,573.0,0.7782913,719.0,573.0,0.8341616,742.0,508.0,0.65228724,743.0,507.0,0.5984011,724.0,423.0,0.8251755,708.0,454.0,0.7270402,863.0,529.0,0.814571,858.0,586.0,0.8259618,1014.0,563.0,0.8100044,1048.0,658.0,0.6905321,481.0,63.0,0.8689734,466.0,69.0,0.88003606,298.0,335.0,0.88388395,286.0,330.0,0.91487503,162.0,523.0,0.810603,102.0,561.0,0.8572495,0,downdog
downdog/00000173.jpg,443.0,459.0,0.6464052,423.0,451.0,0.62449086,426.0,447.0,0.70758504,422.0,393.0,0.74577737,419.0,400.0,0.7305029,475.0,334.0,0.85775757,478.0,331.0,0.76751333,347.0,465.0,0.5036037,347.0,469.0,0.60885394,250.0,552.0,0.6280246,240.0,555.0,0.547559,733.0,77.0,0.7245104,727.0,77.0,0.8253423,892.0,311.0,0.90006185,887.0,311.0,0.85806125,1026.0,522.0,0.72011954,1015.0,507.0,0.4856467,0,downdog
downdog/00000174.jpg,413.0,328.0,0.49930388,421.0,325.0,0.518428,417.0,314.0,0.57628536,406.0,316.0,0.5215297,396.0,292.0,0.6744865,369.0,291.0,0.7231717,352.0,311.0,0.7370887,449.0,321.0,0.5302133,446.0,348.0,0.69088125,502.0,329.0,0.37794358,496.0,354.0,0.20348436,227.0,174.0,0.6203456,199.0,179.0,0.7606655,216.0,312.0,0.48812702,174.0,340.0,0.72524506,109.0,299.0,0.72639567,47.0,329.0,0.7527407,0,downdog
downdog/00000175.jpg,249.0,342.0,0.7538548,237.0,343.0,0.6236893,235.0,340.0,0.77997017,220.0,312.0,0.6333612,218.0,313.0,0.4535843,253.0,259.0,0.8306208,245.0,249.0,0.6690886,193.0,351.0,0.75245917,183.0,322.0,0.6112529,119.0,404.0,0.6268021,111.0,372.0,0.6393221,398.0,79.0,0.8182138,397.0,76.0,0.8597737,476.0,248.0,0.8070144,479.0,246.0,0.7478233,590.0,386.0,0.652413,577.0,375.0,0.63470036,0,downdog
downdog/00000176.jpg,238.0,399.0,0.7976531,219.0,400.0,0.81453836,220.0,399.0,0.76242125,193.0,368.0,0.60104644,195.0,369.0,0.6595495,213.0,315.0,0.8298921,220.0,301.0,0.9028796,132.0,439.0,0.6247057,167.0,379.0,0.40615875,30.0,484.0,0.81151164,109.0,389.0,0.867305,412.0,91.0,0.87911093,407.0,89.0,0.7772219,542.0,289.0,0.7852685,540.0,284.0,0.8608439,649.0,432.0,0.6277164,630.0,406.0,0.7664425,0,downdog
downdog/00000177.jpg,431.0,395.0,0.57342124,457.0,406.0,0.6419517,465.0,409.0,0.5355237,505.0,372.0,0.58300436,507.0,371.0,0.6104294,463.0,264.0,0.76294214,488.0,284.0,0.6050607,468.0,384.0,0.4381429,494.0,415.0,0.6469923,554.0,464.0,0.3147083,565.0,488.0,0.8435449,238.0,92.0,0.88152695,233.0,102.0,0.77909106,228.0,283.0,0.4734128,228.0,304.0,0.41219863,172.0,398.0,0.6458924,124.0,456.0,0.7866144,0,downdog
downdog/00000179.jpg,313.0,292.0,0.7135041,301.0,299.0,0.61973643,300.0,298.0,0.6288395,270.0,281.0,0.78718644,270.0,279.0,0.63174343,276.0,218.0,0.7875971,277.0,223.0,0.6316875,211.0,308.0,0.74819267,215.0,300.0,0.82663345,125.0,360.0,0.9274215,144.0,345.0,0.72987163,391.0,57.0,0.81487584,389.0,56.0,0.6185696,495.0,205.0,0.8250742,496.0,204.0,0.8360207,591.0,336.0,0.81363034,573.0,326.0,0.8121071,0,downdog
downdog/00000180.jpg,169.0,148.0,0.7094867,175.0,148.0,0.5946805,174.0,148.0,0.6554073,181.0,136.0,0.8150739,181.0,137.0,0.76911485,178.0,120.0,0.7190212,175.0,122.0,0.44822943,202.0,139.0,0.6751385,202.0,144.0,0.71687007,227.0,153.0,0.65088046,231.0,162.0,0.7901045,126.0,61.0,0.7503573,124.0,61.0,0.904215,96.0,115.0,0.77900845,91.0,114.0,0.58786726,65.0,157.0,0.5572151,53.0,163.0,0.6806663,0,downdog
downdog/00000181.bmp,177.0,233.0,0.5159863,182.0,236.0,0.7430035,183.0,235.0,0.7549575,194.0,230.0,0.60886335,194.0,230.0,0.7533735,196.0,209.0,0.831134,197.0,207.0,0.72145224,227.0,239.0,0.8648936,230.0,240.0,0.4906738,261.0,257.0,0.5268203,266.0,259.0,0.90984744,140.0,137.0,0.85233796,141.0,136.0,0.930887,95.0,198.0,0.8755249,95.0,197.0,0.87457556,50.0,249.0,0.8371828,46.0,251.0,0.78400457,0,downdog
downdog/00000182.jpg,93.0,171.0,0.47264352,87.0,162.0,0.7169448,87.0,162.0,0.7645,101.0,132.0,0.8326779,98.0,133.0,0.7761988,167.0,134.0,0.91068393,161.0,133.0,0.82665616,179.0,235.0,0.6725999,176.0,233.0,0.7567301,185.0,327.0,0.8552369,180.0,312.0,0.49473792,338.0,166.0,0.7934332,322.0,171.0,0.7363466,354.0,308.0,0.6795518,335.0,300.0,0.7584732,466.0,247.0,0.86189485,442.0,246.0,0.49111602,0,downdog
downdog/00000183.jpg,321.0,434.0,0.7712795,305.0,438.0,0.8362948,305.0,437.0,0.85625654,271.0,414.0,0.80871314,270.0,414.0,0.8071748,289.0,356.0,0.77292585,290.0,358.0,0.74436015,200.0,451.0,0.66160697,207.0,442.0,0.7628698,100.0,499.0,0.7579147,109.0,481.0,0.7615364,435.0,177.0,0.69475806,429.0,179.0,0.56999815,558.0,329.0,0.7668569,547.0,328.0,0.87925833,660.0,482.0,0.8803537,622.0,458.0,0.8491583,0,downdog
downdog/00000186.png,874.0,372.0,0.62466586,888.0,380.0,0.48393255,888.0,381.0,0.5698887,921.0,349.0,0.72401345,919.0,352.0,0.5308819,900.0,270.0,0.6094729,895.0,257.0,0.7135956,979.0,376.0,0.7088003,980.0,379.0,0.7035515,1053.0,455.0,0.7597729,1069.0,463.0,0.70340157,726.0,94.0,0.598438,717.0,77.0,0.8478993,640.0,255.0,0.8714746,622.0,249.0,0.91851664,552.0,428.0,0.5432487,521.0,435.0,0.7316343,0,downdog
downdog/00000187.jpg,254.0,370.0,0.53901434,241.0,369.0,0.7075026,240.0,369.0,0.73795533,226.0,343.0,0.7552856,222.0,345.0,0.6905228,259.0,297.0,0.6698872,261.0,308.0,0.43006906,210.0,383.0,0.8519608,219.0,387.0,0.5118642,165.0,422.0,0.63412595,166.0,421.0,0.60504353,371.0,153.0,0.8996062,370.0,157.0,0.8161199,444.0,290.0,0.7176151,439.0,291.0,0.85803676,514.0,410.0,0.7291961,499.0,404.0,0.5910555,0,downdog
downdog/00000189.jpg,595.0,460.0,0.62508166,570.0,461.0,0.76151,570.0,460.0,0.8074388,544.0,416.0,0.7253531,542.0,419.0,0.5015179,591.0,336.0,0.89221823,597.0,334.0,0.6458354,510.0,478.0,0.65094805,511.0,468.0,0.65004313,404.0,584.0,0.23368421,400.0,561.0,0.5305169,850.0,119.0,0.80657995,847.0,118.0,0.7303275,1016.0,354.0,0.8881937,1013.0,350.0,0.86343735,1170.0,561.0,0.7758737,1149.0,532.0,0.87923974,0,downdog
downdog/00000197.jpg,249.0,307.0,0.595791,239.0,308.0,0.7415944,239.0,307.0,0.75904274,229.0,291.0,0.71492374,228.0,291.0,0.7060114,252.0,260.0,0.8267616,250.0,257.0,0.6714958,203.0,320.0,0.7549554,204.0,315.0,0.864802,159.0,346.0,0.6912316,162.0,344.0,0.77448714,359.0,182.0,0.81893754,357.0,184.0,0.8539685,420.0,273.0,0.7963759,415.0,276.0,0.8177353,471.0,364.0,0.8731017,457.0,358.0,0.8160471,0,downdog
